33,فرج عمران سالم فرج العمامي,553,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
34,محمد عبدالله علي المغيربى,547,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
35,محمد سليمان محمد الحداد,496,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
36,هشام عبدالله مفتاح الورفلي,492,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
37,يحي عطية يونس الصبيحي,492,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
38,رافع عبدالله محمد الفضيل الديفار,489,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
39,عمر احمد عمر العبار,482,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
40,منعم محمد حسين القماطى,460,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
41,جبريل خير سعيد التارقي,459,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
42,خليفة يوسف محمد زيو,431,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
43,احمد الفيتوري امحمد الزائدي,418,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
44,عبدالناصر عبدالعالي عبدالسلام شماطة,394,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
45,حسن ابراهيم صالح الشريف,394,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
46,خالد عبدالله خالد عبدالرحمن,376,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
47,عبدالله عبدالقادر حسن عبدربه العبيدى,370,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
48,عادل احمد محمد الفرجاني,366,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
49,فوزي عبدالحميد احمد الهدار,359,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
50,يونس عمر عطية بن عامر,340,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
51,خليل ادريس علي المبروك,340,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
52,صلاح مصطفى محمود بادي,338,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
53,طارق السنوسي بوسيف العبيدي,322,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
54,ابراهيم احمد امحمد المهدوي,306,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
55,مفتاح عوض عبدالرحمن الغناي,302,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
56,محمد مفتاح محمد الساحلي,295,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
57,فتح الله محمد طاهر الدرسى,295,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
58,ابوبكر محمد ابوبكر علي,289,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
59,طاهر محمود محمد الفضلى,275,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
60,محمد مسعود مفتاح مخلوف,275,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
61,موسى ذاوود سعيد عبدالرحمن,268,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
62,عبدالحميد احمد بوبكر الصديق السوسي,266,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
63,وليد عبدالحميد محمد ماضي,261,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
64,عمر عبدالعاطي محمد الشبلي,256,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
65,سليمان محمود سليمان البرعصي,252,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
